start,end,loc,site,prec,I30,sm,rc
6/12/2008 17:18,6/13/2008 3:25,pagel,pagel,2.18,1.94,39.6,0.304142823
6/12/2008 12:14,6/12/2008 13:53,pagel,pagel,0.12,0.2,39.2,0
3/30/2007 21:15,3/31/2007 4:27,pagel,pagel,0.117,0.072,38.7,0.013638708
6/20/2008 15:46,6/20/2008 16:54,pagel,pagel,0.13,0.14,38.5,0
6/8/2009 13:25,6/8/2009 15:56,pagel,pagel,0.355,0.458,38.5,0.038028169
5/1/2007 17:52,5/1/2007 19:09,pagel,pagel,0.265,0.422,38.4,0
4/10/2008 15:27,4/11/2008 3:38,pagel,pagel,1.13,0.28,38.4,0.213828938
4/26/2009 2:20,4/26/2009 12:00,pagel,pagel,0.297,0.09,38.2,0
4/18/2007 6:25,4/18/2007 13:12,pagel,pagel,0.117,0.054,37.8,0
4/25/2008 18:02,4/25/2008 21:47,pagel,pagel,0.49,0.54,37.5,0
4/25/2009 17:57,4/25/2009 21:50,pagel,pagel,0.261,0.162,37.3,0
4/18/2008 4:48,4/18/2008 5:50,pagel,pagel,0.13,0.2,37.1,0
3/25/2007 3:33,3/25/2007 6:37,pagel,pagel,0.135,0.126,36.6,0
4/25/2008 10:58,4/25/2008 12:36,pagel,pagel,0.17,0.26,36.6,0
5/2/2008 13:36,5/2/2008 18:12,pagel,pagel,0.2,0.18,36.5,0
4/26/2007 11:25,4/26/2007 18:04,pagel,pagel,0.288,0.126,36.2,0
4/8/2008 16:29,4/9/2008 6:22,pagel,pagel,1.13,0.26,36.2,0.046936338
4/22/2008 12:13,4/22/2008 14:59,pagel,pagel,0.16,0.16,36.2,0
4/21/2009 4:22,4/21/2009 16:09,pagel,pagel,0.432,0.072,36,0
6/18/2006 9:21,6/18/2006 10:51,pagel,pagel,0.108,0.108,35.8,0
6/8/2008 18:19,6/9/2008 3:26,pagel,pagel,1.1,0.94,35.7,0.368106054
4/25/2008 4:16,4/25/2008 5:32,pagel,pagel,0.16,0.18,35.6,0
4/20/2009 13:33,4/20/2009 20:32,pagel,pagel,0.126,0.054,35.6,0
5/1/2007 0:17,5/1/2007 5:32,pagel,pagel,0.558,0.27,35.5,0
6/8/2009 2:00,6/8/2009 7:17,pagel,pagel,0.675,0.378,35.5,0.005185185
4/24/2008 20:03,4/25/2008 0:02,pagel,pagel,0.11,0.08,35.4,0
4/25/2009 5:31,4/25/2009 10:56,pagel,pagel,0.405,0.378,35.3,0
6/25/2006 3:29,6/25/2006 7:20,pagel,pagel,0.117,0.108,35.2,0
6/28/2008 1:23,6/28/2008 3:37,pagel,pagel,0.17,0.26,35.2,0
10/18/2006 16:10,10/18/2006 18:35,pagel,pagel,0.108,0.09,35.1,0
5/1/2008 21:08,5/2/2008 3:10,pagel,pagel,0.38,0.22,35,0
10/21/2006 19:19,10/22/2006 5:55,pagel,pagel,0.324,0.072,34.8,0
3/24/2009 8:25,3/24/2009 9:29,pagel,pagel,0.099,0.126,34.3,0
5/9/2009 2:24,5/9/2009 8:14,pagel,pagel,0.18,0.108,33.3,0
7/2/2008 7:52,7/2/2008 11:07,pagel,pagel,0.79,0.56,33.2,0
6/7/2009 13:14,6/7/2009 15:08,pagel,pagel,0.297,0.378,33.2,0
3/31/2009 14:27,3/31/2009 21:37,pagel,pagel,0.315,0.126,33.1,0
7/6/2008 22:41,7/7/2008 0:29,pagel,pagel,0.18,0.2,32.9,0
7/7/2008 20:05,7/7/2008 22:06,pagel,pagel,0.14,0.24,32.6,0
5/14/2008 2:37,5/14/2008 7:58,pagel,pagel,0.21,0.2,32.5,0
11/27/2006 22:33,11/28/2006 9:47,pagel,pagel,0.558,0.144,32.1,0
5/13/2009 19:44,5/14/2009 1:34,pagel,pagel,0.459,0.306,32.1,0
4/19/2009 17:45,4/20/2009 9:15,pagel,pagel,0.639,0.144,31.1,0
4/19/2009 7:49,4/19/2009 14:52,pagel,pagel,0.234,0.162,30.6,0
5/21/2007 3:15,5/21/2007 4:58,pagel,pagel,0.198,0.342,29.8,0
10/12/2009 14:23,10/12/2009 21:18,pagel,pagel,0.18,0.072,29.6,0
10/18/2007 16:13,10/18/2007 17:50,pagel,pagel,0.29,0.43,29.33,0
6/6/2009 15:38,6/7/2009 3:18,pagel,pagel,0.684,0.162,29.3,0
5/24/2007 18:55,5/24/2007 19:55,pagel,pagel,0.117,0.216,29.2,0
5/27/2009 4:35,5/28/2009 9:10,pagel,pagel,1.083,0.456,29,0
10/16/2006 21:26,10/17/2006 11:01,pagel,pagel,0.396,0.09,28.8,0
5/26/2007 15:45,5/26/2007 18:59,pagel,pagel,0.424,0.378,28.4,0
7/12/2008 2:37,7/12/2008 4:13,pagel,pagel,0.43,0.72,28.1,0
5/26/2009 2:50,5/26/2009 8:30,pagel,pagel,0.261,0.144,28.1,0
10/18/2007 0:09,10/18/2007 9:16,pagel,pagel,0.914,0.64,27.1,0
10/11/2006 7:15,10/11/2006 15:21,pagel,pagel,0.225,0.09,27,0
10/10/2006 21:39,10/11/2006 3:20,pagel,pagel,0.288,0.108,26.67,0
6/2/2007 13:49,6/2/2007 14:19,pagel,pagel,0.192,0.384,26.2,0
7/16/2008 14:37,7/16/2008 17:07,pagel,pagel,0.27,0.18,25,0
6/29/2009 14:42,6/29/2009 16:18,pagel,pagel,0.265,0.458,24.2,0
8/2/2006 3:23,8/2/2006 6:15,pagel,pagel,1.019,2.002,23.8,0.000308784
8/24/2007 13:42,8/24/2007 15:25,pagel,pagel,0.144,0.144,23.7,0
10/5/2009 23:47,10/6/2009 15:46,pagel,pagel,1.08,0.342,23.7,0.002777778
7/30/2006 7:36,7/30/2006 10:45,pagel,pagel,0.794,1.318,23.3,0
7/26/2006 1:00,7/26/2006 4:06,pagel,pagel,0.423,0.216,23.2,0
6/8/2008 7:57,6/8/2008 12:59,pagel,pagel,1.04,0.54,22.8,0.011511777
7/24/2006 17:00,7/24/2006 22:01,pagel,pagel,0.496,0.524,22.7,0
10/4/2006 3:22,10/4/2006 4:58,pagel,pagel,0.53,0.82,22.7,0
7/10/2009 23:09,7/10/2009 23:28,pagel,pagel,0.447,0.9,22.7,0
7/20/2006 3:17,7/20/2006 5:04,pagel,pagel,0.83,1.244,22.2,0
8/22/2007 2:13,8/22/2007 5:17,pagel,pagel,0.171,0.126,22.1,0
6/7/2008 20:05,6/8/2008 0:22,pagel,pagel,0.24,0.16,21.8,0
8/29/2007 5:30,8/29/2007 6:31,pagel,pagel,0.108,0.144,21.79,0
8/28/2007 19:34,8/29/2007 0:00,pagel,pagel,0.299,0.346,21.3,0
8/14/2006 1:21,8/14/2006 4:51,pagel,pagel,0.135,0.126,21.2,0
8/20/2007 14:24,8/20/2007 14:31,pagel,pagel,0.407,0.82,21.2,0
8/19/2006 9:23,8/19/2006 9:53,pagel,pagel,0.108,0.216,20.2,0
10/3/2006 21:04,10/4/2006 0:12,pagel,pagel,1.28,1.4,19.9,0
7/9/2007 3:35,7/9/2007 6:10,pagel,pagel,0.802,0.846,19.9,0
8/9/2009 1:32,8/9/2009 3:01,pagel,pagel,0.231,0.372,19.8,0
7/12/2007 16:02,7/12/2007 17:23,pagel,pagel,0.22,0.404,19.7,0
8/24/2006 19:42,8/25/2006 1:56,pagel,pagel,0.189,0.072,19.5,0
9/17/2006 18:24,9/17/2006 22:02,pagel,pagel,0.66,0.56,19.4,0
11/13/2008 14:52,11/14/2008 0:02,pagel,pagel,0.324,0.126,19.3,0
9/23/2006 13:59,9/23/2006 19:13,pagel,pagel,0.252,0.162,19.2,0
7/18/2009 21:09,7/18/2009 21:42,pagel,pagel,0.108,0.198,18.9,0
9/28/2009 11:19,9/28/2009 15:17,pagel,pagel,0.424,0.488,18.9,0
8/21/2009 5:48,8/21/2009 7:26,pagel,pagel,0.117,0.198,18.6,0
9/27/2006 2:41,9/27/2006 4:02,pagel,pagel,0.153,0.198,18.5,0
9/27/2006 7:18,9/27/2006 8:18,pagel,pagel,0.189,0.216,18.5,0
10/2/2009 5:16,10/2/2009 10:07,pagel,pagel,0.684,0.288,18.4,0
9/8/2006 17:01,9/8/2006 19:05,pagel,pagel,0.251,0.466,18.3,0
9/8/2006 22:12,9/9/2006 1:02,pagel,pagel,0.162,0.162,18.2,0
7/5/2007 15:25,7/5/2007 16:17,pagel,pagel,0.839,1.206,18.1,0
5/30/2008 3:12,5/30/2008 3:29,pagel,pagel,0.1,0.2,18.1,0
7/22/2009 1:43,7/22/2009 4:26,pagel,pagel,0.135,0.144,18.1,0
9/12/2006 10:00,9/12/2006 14:57,pagel,pagel,0.252,0.162,18,0
6/5/2008 6:08,6/5/2008 8:25,pagel,pagel,0.68,0.66,17.9,0
8/1/2008 16:17,8/1/2008 16:38,pagel,pagel,0.22,0.44,17.9,0
8/4/2008 4:36,8/4/2008 5:34,pagel,pagel,0.12,0.14,17.9,0
9/28/2009 3:35,9/28/2009 5:34,pagel,pagel,0.27,0.324,17.9,0
9/11/2006 14:42,9/12/2006 7:46,pagel,pagel,0.522,0.162,17.8,0
8/6/2008 14:21,8/6/2008 15:48,pagel,pagel,0.69,1.18,17.8,0
8/25/2009 13:20,8/25/2009 19:11,pagel,pagel,0.099,0.072,17.6,0
7/4/2007 17:43,7/4/2007 18:33,pagel,pagel,0.175,0.332,17.5,0
7/18/2007 15:50,7/18/2007 16:26,pagel,pagel,0.201,0.384,17.3,0
8/19/2009 22:27,8/20/2009 0:43,pagel,pagel,0.108,0.144,17.3,0
8/20/2009 8:15,8/20/2009 11:46,pagel,pagel,0.288,0.198,17.3,0
8/29/2009 1:55,8/29/2009 3:00,pagel,pagel,0.126,0.234,17.3,0
8/29/2009 13:33,8/29/2009 21:16,pagel,pagel,0.396,0.36,17.3,0
8/28/2009 21:24,8/28/2009 23:53,pagel,pagel,0.099,0.072,17.2,0
10/16/2007 1:20,10/16/2007 10:51,pagel,pagel,1.278,0.432,16.9,0
10/15/2008 5:38,10/15/2008 11:38,pagel,pagel,0.108,0.036,16.9,0
8/3/2009 3:18,8/3/2009 6:24,pagel,pagel,0.258,0.264,16.9,0
8/8/2009 2:25,8/8/2009 8:59,pagel,pagel,0.899,0.79,16.9,0
10/2/2007 21:05,10/2/2007 23:40,pagel,pagel,0.207,0.18,16.8,0
7/30/2009 14:07,7/30/2009 15:35,pagel,pagel,0.162,0.198,16.6,0
9/26/2009 4:58,9/26/2009 13:22,pagel,pagel,0.486,0.306,16.5,0
9/13/2008 8:27,9/13/2008 16:35,pagel,pagel,0.261,0.18,16.4,0
9/7/2007 5:00,9/7/2007 11:00,pagel,pagel,0.71,0.468,16.3,0
9/6/2007 17:22,9/6/2007 18:08,pagel,pagel,0.154,0.254,16.2,0
10/1/2007 8:31,10/1/2007 11:59,pagel,pagel,0.108,0.072,16.1,0
10/14/2007 21:17,10/15/2007 3:30,pagel,pagel,0.153,0.072,16.1,0
9/25/2009 21:27,9/25/2009 22:27,pagel,pagel,0.198,0.288,16,0
11/6/2008 13:06,11/6/2008 20:24,pagel,pagel,0.641,0.454,15.9,0
10/10/2007 20:52,10/11/2007 7:39,pagel,pagel,0.189,0.036,15.8,0
6/20/2007 21:58,6/20/2007 23:17,pagel,pagel,0.099,0.18,15.78,0
9/4/2008 14:20,9/4/2008 22:08,pagel,pagel,0.459,0.126,15.7,0
9/11/2008 17:07,9/11/2008 18:40,pagel,pagel,0.234,0.27,15.7,0
10/24/2008 9:24,10/24/2008 14:33,pagel,pagel,0.234,0.18,15.7,0
7/3/2007 17:27,7/3/2007 22:20,pagel,pagel,0.572,0.352,15.5,0
10/10/2007 6:39,10/10/2007 16:55,pagel,pagel,0.252,0.072,15.4,0
9/21/2007 19:36,9/21/2007 22:44,pagel,pagel,0.234,0.234,15.3,0
9/25/2007 1:42,9/25/2007 5:54,pagel,pagel,0.463,0.582,15.2,0
7/3/2007 6:54,7/3/2007 9:57,pagel,pagel,0.306,0.234,15.1,0
10/1/2007 1:10,10/1/2007 5:39,pagel,pagel,0.459,0.18,15.1,0
10/7/2008 14:47,10/8/2008 3:31,pagel,pagel,0.756,0.234,15.1,0
10/5/2008 20:58,10/6/2008 1:55,pagel,pagel,0.117,0.054,14.8,0
9/22/2009 13:42,9/23/2009 1:03,pagel,pagel,0.441,0.126,14.8,0
9/21/2009 3:17,9/21/2009 7:10,pagel,pagel,0.198,0.234,14.5,0
8/12/2007 2:01,8/12/2007 2:59,pagel,pagel,0.319,0.584,14.1,0
6/18/2007 18:08,6/19/2007 0:34,pagel,pagel,0.985,0.81,13.44,0
7/24/2010 3:11,7/24/2010 6:27,saxon,df5,0.46,0.35,51,0.161607579
4/26/2009 14:52,4/26/2009 16:28,saxon,df5,0.1,0.14,48,0
4/25/2009 21:19,4/26/2009 9:56,saxon,df5,1.14,0.29,47,0.248847667
7/22/2010 9:26,7/22/2010 17:00,saxon,df5,1.72,1.36,45,0.561781462
6/11/2010 12:14,6/11/2010 14:10,saxon,df5,0.1,0.18,45,0
7/19/2008 23:38,7/20/2008 1:10,saxon,df5,0.13,0.16,45,0
7/20/2008 3:57,7/20/2008 5:48,saxon,df5,0.37,0.57,45,0
4/25/2008 17:35,4/25/2008 22:27,saxon,df5,1.08,0.87,44,0.401096338
6/23/2010 20:52,6/23/2010 21:22,saxon,df5,0.7,1.39,44,0
4/8/2010 8:17,4/8/2010 12:25,saxon,df5,0.14,0.09,44,0.145833333
8/24/2007 15:31,8/24/2007 16:08,saxon,df5,0.2,0.39,44,0
6/15/2010 14:24,6/15/2010 21:25,saxon,df5,0.48,0.2,43,0.226415094
6/27/2010 2:35,6/27/2010 6:03,saxon,df5,0.43,0.6,43,0
7/18/2010 9:44,7/18/2010 10:30,saxon,df5,0.17,0.27,43,0
7/20/2010 19:59,7/20/2010 21:01,saxon,df5,0.7,1.32,43,0
4/7/2010 16:00,4/7/2010 17:53,saxon,df5,0.14,0.18,43,0
8/22/2007 3:23,8/22/2007 6:19,saxon,df5,0.11,0.13,43,0
4/10/2008 11:43,4/11/2008 3:04,saxon,df5,0.97,0.22,42,0.365751615
7/31/2010 3:13,7/31/2010 10:05,saxon,df5,0.33,0.38,42,0
6/23/2010 4:52,6/23/2010 6:44,saxon,df5,0.29,0.23,42,0
5/15/2007 15:35,5/15/2007 21:19,saxon,df5,0.5,0.34,42,0
5/15/2007 10:36,5/15/2007 13:20,saxon,df5,0.32,0.27,42,0
6/21/2010 21:48,6/22/2010 0:11,saxon,df5,0.21,0.14,41,0
8/20/2007 21:58,8/21/2007 1:36,saxon,df5,0.16,0.13,41,0
6/15/2010 10:32,6/15/2010 11:37,saxon,df5,0.29,0.54,41,0
6/8/2008 18:23,6/9/2008 1:14,saxon,df5,1.24,1.09,40,0.336717446
4/30/2009 9:08,4/30/2009 12:50,saxon,df5,0.19,0.23,40,0
6/12/2008 13:32,6/13/2008 2:51,saxon,df5,2.91,1.45,40,0.825859997
5/13/2010 1:10,5/13/2010 9:49,saxon,df5,0.52,0.22,40,0.090038314
6/11/2010 6:19,6/11/2010 8:25,saxon,df5,0.72,0.7,40,0
4/30/2010 18:49,4/30/2010 20:30,saxon,df5,0.45,0.77,39,0
4/25/2008 11:25,4/25/2008 12:17,saxon,df5,0.22,0.29,39,0
4/25/2009 7:00,4/25/2009 12:21,saxon,df5,0.59,0.27,38,0
5/13/2009 18:55,5/13/2009 23:18,saxon,df5,0.4,0.31,38,0
5/9/2009 0:16,5/9/2009 8:30,saxon,df5,0.52,0.23,38,0
4/24/2010 23:39,4/25/2010 6:23,saxon,df5,1.32,0.49,38,0.228269085
6/8/2010 11:09,6/9/2010 0:35,saxon,df5,0.54,0.12,38,0
8/11/2010 5:46,8/11/2010 10:50,saxon,df5,1.21,1.24,38,0.139661227
8/20/2010 16:45,8/20/2010 20:51,saxon,df5,0.63,0.72,38,0
8/8/2010 4:28,8/8/2010 7:47,saxon,df5,0.35,0.22,38,0
4/25/2008 3:46,4/25/2008 5:01,saxon,df5,0.21,0.25,38,0
4/20/2009 23:35,4/21/2009 15:27,saxon,df5,0.2,0.04,38,0
5/21/2010 5:49,5/21/2010 13:01,saxon,df5,0.23,0.13,37,0
5/6/2009 17:11,5/6/2009 21:13,saxon,df5,0.39,0.5,37,0
6/21/2008 17:16,6/21/2008 17:43,saxon,df5,0.33,0.66,37,0
4/22/2008 12:56,4/22/2008 14:46,saxon,df5,0.17,0.14,37,0
5/26/2010 18:24,5/26/2010 20:30,saxon,df5,0.77,1.11,37,0
4/24/2008 18:33,4/25/2008 1:01,saxon,df5,0.14,0.05,37,0
5/11/2010 4:27,5/11/2010 15:37,saxon,df5,0.45,0.11,37,0
10/26/2009 14:40,10/26/2009 19:52,saxon,df5,0.19,0.05,37,0
4/8/2008 14:25,4/8/2008 22:40,saxon,df5,0.84,0.18,36,0.024418284
10/29/2009 22:51,10/30/2009 22:51,saxon,df5,0.41,0.04,36,0
10/26/2009 1:37,10/26/2009 5:55,saxon,df5,0.11,0.05,36,0
11/25/2009 19:55,11/26/2009 7:10,saxon,df5,0.46,0.09,36,0
5/7/2010 9:03,5/8/2010 1:38,saxon,df5,0.62,0.16,35,0
10/17/2007 22:51,10/18/2007 8:38,saxon,df5,0.65,0.56,35,0
6/5/2010 16:54,6/5/2010 21:40,saxon,df5,0.59,0.28,35,0
8/20/2009 16:54,8/20/2009 17:03,saxon,df5,0.1,0.2,35,0
4/6/2010 20:20,4/7/2010 0:08,saxon,df5,0.51,0.38,35,0.038986355
7/15/2010 0:44,7/15/2010 5:05,saxon,df5,1,1.07,34,0.037886341
3/31/2009 15:19,3/31/2009 20:40,saxon,df5,0.28,0.13,34,0
3/19/2010 16:59,3/19/2010 22:19,saxon,df5,0.11,0.04,34,0
8/17/2009 15:46,8/17/2009 16:24,saxon,df5,0.35,0.67,34,0
9/7/2007 4:41,9/7/2007 6:39,saxon,df5,0.19,0.31,34,0
6/4/2010 7:01,6/4/2010 11:25,saxon,df5,0.31,0.14,34,0
4/24/2010 5:40,4/24/2010 16:18,saxon,df5,0.75,0.27,34,0
4/19/2009 18:27,4/20/2009 6:33,saxon,df5,0.77,0.13,34,0
8/10/2009 8:38,8/10/2009 9:18,saxon,df5,0.24,0.45,33,0
8/20/2009 8:29,8/20/2009 11:37,saxon,df5,0.17,0.22,33,0
6/4/2007 9:14,6/4/2007 14:52,saxon,df5,0.16,0.14,33,0
6/8/2008 7:50,6/8/2008 12:28,saxon,df5,1,0.7,33,0.012004698
10/22/2009 20:59,10/23/2009 15:54,saxon,df5,1.49,0.23,33,0
9/6/2010 8:27,9/6/2010 11:24,saxon,df5,0.13,0.14,33,0
6/1/2007 21:24,6/1/2007 22:53,saxon,df5,0.12,0.16,33,0
8/25/2009 15:16,8/25/2009 19:29,saxon,df5,0.12,0.09,33,0
11/24/2009 20:01,11/25/2009 3:54,saxon,df5,0.23,0.07,32,0
6/28/2008 15:55,6/28/2008 16:49,saxon,df5,0.37,0.68,32,0
6/2/2007 13:17,6/2/2007 13:58,saxon,df5,0.18,0.31,32,0
6/3/2007 15:32,6/3/2007 16:30,saxon,df5,0.4,0.67,32,0
9/2/2010 19:23,9/2/2010 20:55,saxon,df5,0.68,1.11,32,0
5/25/2009 23:33,5/26/2009 1:43,saxon,df5,0.11,0.07,32,0
11/19/2009 0:32,11/19/2009 6:17,saxon,df5,0.2,0.07,32,0
7/7/2010 11:03,7/7/2010 11:30,saxon,df5,0.34,0.68,32,0
9/10/2007 10:05,9/10/2007 18:52,saxon,df5,0.25,0.07,32,0
12/24/2009 17:31,12/25/2009 8:42,saxon,df5,1.26,0.23,32,0.045940471
6/7/2008 21:17,6/7/2008 23:00,saxon,df5,0.32,0.59,31,0
10/22/2009 3:21,10/22/2009 9:44,saxon,df5,0.18,0.11,31,0
5/27/2009 7:32,5/27/2009 14:11,saxon,df5,0.27,0.14,31,0
10/2/2007 22:44,10/2/2007 23:31,saxon,df5,0.1,0.18,31,0
4/6/2010 6:55,4/6/2010 9:16,saxon,df5,0.29,0.2,31,0
8/4/2008 14:34,8/4/2008 16:32,saxon,df5,0.47,0.75,31,0
6/6/2009 14:30,6/6/2009 19:33,saxon,df5,0.2,0.11,31,0
8/9/2009 15:04,8/9/2009 15:40,saxon,df5,0.72,1.39,31,0
4/6/2010 0:30,4/6/2010 1:29,saxon,df5,0.23,0.31,31,0
7/7/2008 20:47,7/7/2008 23:06,saxon,df5,0.22,0.18,30,0
8/3/2008 18:51,8/3/2008 20:02,saxon,df5,0.18,0.33,30,0
6/17/2009 5:23,6/17/2009 6:32,saxon,df5,0.12,0.13,30,0
8/4/2008 4:44,8/4/2008 6:31,saxon,df5,0.23,0.2,30,0
9/14/2008 9:18,9/14/2008 13:17,saxon,df5,0.29,0.13,30,0
9/11/2010 4:47,9/11/2010 10:24,saxon,df5,0.37,0.22,30,0
6/6/2008 13:25,6/6/2008 13:34,saxon,df5,0.18,0.36,30,0
6/8/2009 0:47,6/8/2009 7:10,saxon,df5,0.79,0.25,30,0
7/7/2008 0:43,7/7/2008 1:10,saxon,df5,0.44,0.88,30,0
9/1/2010 0:44,9/1/2010 3:43,saxon,df5,0.67,0.64,30,0
7/10/2010 17:13,7/10/2010 18:48,saxon,df5,0.17,0.29,30,0
7/10/2008 18:48,7/10/2008 19:54,saxon,df5,0.24,0.44,30,0
7/12/2008 3:19,7/12/2008 6:41,saxon,df5,0.4,0.56,29,0
7/2/2008 9:53,7/2/2008 11:06,saxon,df5,0.7,1.05,29,0
7/16/2008 15:19,7/16/2008 18:01,saxon,df5,2.64,3.96,28,0.184297603
10/6/2009 10:40,10/6/2009 15:10,saxon,df5,0.29,0.22,28,0
9/17/2007 15:22,9/17/2007 17:09,saxon,df5,0.17,0.28,28,0
9/21/2007 20:13,9/21/2007 23:02,saxon,df5,0.29,0.35,28,0
7/14/2010 20:37,7/14/2010 22:43,saxon,df5,0.91,1.43,28,0
10/10/2007 12:36,10/10/2007 17:41,saxon,df5,0.14,0.07,28,0
10/15/2009 16:55,10/16/2009 2:34,saxon,df5,0.2,0.07,28,0
10/6/2009 6:16,10/6/2009 8:28,saxon,df5,0.13,0.11,27,0
9/25/2007 5:05,9/25/2007 6:14,saxon,df5,0.17,0.29,27,0
10/15/2007 23:41,10/16/2007 8:11,saxon,df5,0.78,0.31,27,0
12/27/2008 21:57,12/28/2008 0:23,saxon,df5,0.14,0.16,27,0
12/27/2008 13:17,12/27/2008 16:11,saxon,df5,0.19,0.11,27,0
8/19/2007 21:32,8/20/2007 8:42,saxon,df5,1.14,0.6,26,0
12/26/2008 9:32,12/26/2008 14:38,saxon,df5,0.19,0.09,26,0
10/15/2008 5:34,10/15/2008 13:04,saxon,df5,0.18,0.09,26,0
9/30/2007 23:57,10/1/2007 6:32,saxon,df5,0.85,0.53,25,0
10/20/2008 2:22,10/20/2008 6:51,saxon,df5,0.26,0.22,25,0
10/24/2008 6:48,10/24/2008 12:21,saxon,df5,0.19,0.09,25,0
11/13/2008 19:18,11/13/2008 23:18,saxon,df5,0.15,0.11,25,0
11/6/2008 12:22,11/6/2008 19:38,saxon,df5,0.23,0.29,24,0
10/2/2009 3:40,10/2/2009 10:30,saxon,df5,0.27,0.16,24,0
6/18/2007 20:33,6/19/2007 0:27,saxon,df5,0.45,0.5,24,0
7/9/2007 9:41,7/9/2007 11:52,saxon,df5,0.44,0.72,24,0
9/25/2009 19:48,9/25/2009 21:29,saxon,df5,0.1,0.11,24,0
9/28/2009 4:21,9/28/2009 5:47,saxon,df5,0.22,0.23,24,0
6/21/2007 2:04,6/21/2007 3:48,saxon,df5,0.16,0.22,24,0
10/1/2009 21:13,10/1/2009 22:28,saxon,df5,0.14,0.14,24,0
9/13/2008 5:16,9/13/2008 14:04,saxon,df5,0.59,0.18,23,0
7/11/2009 0:41,7/11/2009 3:23,saxon,df5,0.12,0.16,23,0
7/5/2007 17:07,7/5/2007 18:39,saxon,df5,0.55,0.61,23,0
10/7/2008 13:56,10/8/2008 1:13,saxon,df5,0.68,0.22,23,0
7/3/2007 19:47,7/3/2007 23:36,saxon,df5,0.17,0.14,23,0
7/16/2007 9:07,7/16/2007 10:53,saxon,df5,0.11,0.07,23,0
9/11/2008 17:26,9/11/2008 19:02,saxon,df5,0.36,0.45,23,0
10/5/2008 16:52,10/6/2008 2:33,saxon,df5,0.24,0.11,22,0
6/5/2008 5:39,6/5/2008 10:07,saxon,df5,0.78,0.58,22,0
5/31/2008 3:27,5/31/2008 5:34,saxon,df5,0.13,0.18,22,0
7/15/2009 1:40,7/15/2009 3:31,saxon,df5,0.17,0.13,22,0
9/4/2008 8:46,9/4/2008 23:18,saxon,df5,0.56,0.13,22,0
7/26/2007 18:08,7/26/2007 20:00,saxon,df5,0.28,0.25,22,0
5/30/2008 1:32,5/30/2008 6:04,saxon,df5,0.32,0.25,22,0
6/2/2008 21:00,6/3/2008 6:11,saxon,df5,0.38,0.16,22,0
7/27/2009 17:09,7/27/2009 18:58,saxon,df5,0.1,0.14,22,0
8/14/2007 8:44,8/14/2007 9:04,saxon,df5,0.11,0.22,21,0
7/22/2009 9:13,7/22/2009 11:18,saxon,df5,0.24,0.27,21,0
8/7/2009 22:36,8/8/2009 9:13,saxon,df5,1.87,2.14,21,0
8/18/2007 14:00,8/19/2007 8:40,saxon,df5,0.94,0.18,21,0
9/22/2009 12:32,9/22/2009 17:09,saxon,df5,0.61,0.32,21,0
8/3/2009 3:44,8/3/2009 7:17,saxon,df5,0.5,0.43,21,0
8/7/2007 0:12,8/7/2007 2:45,saxon,df5,0.93,1.33,21,0
7/24/2010 3:11,7/24/2010 6:27,saxon,df7,0.46,0.35,51,0.097177005
4/26/2009 14:52,4/26/2009 16:28,saxon,df7,0.1,0.14,48,0.038888054
4/25/2009 21:19,4/26/2009 9:56,saxon,df7,1.14,0.29,47,0.12250667
7/22/2010 9:26,7/22/2010 17:00,saxon,df7,1.72,1.36,45,0.419600999
6/11/2010 12:14,6/11/2010 14:10,saxon,df7,0.1,0.18,45,0
7/19/2008 23:38,7/20/2008 1:10,saxon,df7,0.13,0.16,45,0
7/20/2008 3:57,7/20/2008 5:48,saxon,df7,0.37,0.57,45,0
